,mean_freq,mean_dm,sigma,ra,dec,best_ra,best_dec,ncands,std_ra,std_dec,delta_ra,delta_dec,file_name,plot_path,known_source_label,known_source_likelihood,known_source_name,known_source_p0,known_source_dm,known_source_ra,known_source_dec
0,0.5,0.0,9.337273597717285,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
1,0.3906200121692796,0.0,7.596916198730469,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
2,0.39062911710639603,0.0,7.254269123077393,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
3,0.34721083451422163,0.0,7.246743679046631,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
4,0.34721083451422163,0.0,7.242199897766113,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
5,0.34721986329606364,0.0,7.221628189086914,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
6,0.2899770797008793,0.0,7.044397830963135,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
7,0.39060180229504665,0.8095834648570892,7.085219860076904,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
8,0.28995843825060763,2.428750394571268,7.092580318450928,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
9,0.41314814235338,63.957093723710045,7.035638809204102,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
10,0.4131134218338217,64.76667718856713,7.151833534240723,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
11,0.4131134218338217,65.57626065342423,7.424956798553467,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
12,0.4131134218338217,66.38584411828131,7.560286998748779,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
13,0.413087381444153,66.38584411828131,7.097519874572754,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
14,0.4131134218338217,67.19542758313841,7.262096881866455,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
15,0.41306134105448444,68.00501104799548,7.2207512855529785,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
16,0.4131134218338217,68.00501104799548,7.096165657043457,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
17,0.41305266092459486,68.81459451285258,7.64508581161499,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
18,0.4131134218338217,68.81459451285258,7.535861015319824,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
19,0.4131134218338217,68.81459451285258,7.118982791900635,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
20,0.4130353006648157,69.62417797770968,7.917545795440674,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
21,0.4130787013142635,69.62417797770968,7.575389862060547,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
22,0.41305266092459486,70.43376144256676,7.865825176239014,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
23,0.4130787013142635,70.43376144256676,7.417128086090088,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
24,0.41305266092459486,71.24334490742385,8.134781837463379,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
25,0.4130787013142635,71.24334490742385,7.333812236785889,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
26,0.41305266092459486,72.05292837228095,7.651406764984131,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
27,0.41302662053492617,72.05292837228095,7.040090084075928,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
28,0.41305266092459486,72.86251183713803,7.246809482574463,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
29,0.4129832198854783,73.67209530199511,7.484073638916016,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
30,0.4129919000153679,73.67209530199511,7.402895450592041,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
31,0.4129919000153679,73.67209530199511,7.029820919036865,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
32,0.41297453975558884,74.4816787668522,7.478790283203125,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
33,0.4129919000153679,74.4816787668522,7.338793754577637,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
34,0.41297453975558884,74.4816787668522,7.092662811279297,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
35,0.4129919000153679,75.2912622317093,7.751857757568359,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
36,0.4129919000153679,75.2912622317093,7.398108005523682,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
37,0.4129832198854783,76.1008456965664,7.791500568389893,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
38,0.4129832198854783,76.1008456965664,7.401813507080078,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
39,0.4129919000153679,76.91042916142347,7.787720680236816,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
40,0.41297453975558884,76.91042916142347,7.378997325897217,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
41,0.4130005801452574,77.72001262628058,7.588010787963867,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
42,0.4129919000153679,77.72001262628058,7.396494388580322,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
43,0.4130179404050366,78.52959609113765,7.566047191619873,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
44,0.41297453975558884,78.52959609113765,7.362770080566406,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
45,0.41300926027514706,79.33917955599475,7.750586986541748,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
46,0.4129571794958097,79.33917955599475,7.248159885406494,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
47,0.41300926027514706,80.14876302085183,7.252265930175781,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
48,0.41300926027514706,80.95834648570893,7.342593193054199,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
49,0.412931139106141,80.95834648570893,7.163390636444092,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
50,0.2895668950613881,80.95834648570893,7.045527458190918,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
51,0.28973397430587794,97.9595992477078,7.203205585479736,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
52,0.28978966738737455,98.76918271256488,7.194948196411133,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
53,0.289798949567624,98.76918271256488,7.177691459655762,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
54,0.28978966738737455,99.57876617742197,7.273237228393555,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
55,0.2897803852071251,99.57876617742197,7.136396884918213,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
56,0.289798949567624,100.38834964227907,7.397755146026611,120.04,50.15,120.04,50.15,1,0,0,0,0,,,0,,,,,,
