,mean_freq,mean_dm,sigma,ra,dec,best_ra,best_dec,ncands,std_ra,std_dec,delta_ra,delta_dec,file_name,plot_path,known_source_label,known_source_likelihood,known_source_name,known_source_p0,known_source_dm,known_source_ra,known_source_dec
0,0.39062365414412614,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
1,0.3906172513173797,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
2,0.44641990999880604,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
3,0.4464331208152714,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
4,0.31249927741663464,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
5,0.4545394300063017,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
6,0.4999933713376641,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
7,0.3906108484906333,0.0,3,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
8,0.41665322220257567,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
9,0.34721338612648134,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
10,0.4464265154070387,0.0,3,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
11,0.31249927741663464,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
12,0.41665937197486247,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
13,0.3906172513173797,0.0,4,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
14,0.4807698841356481,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
15,0.4807507100954416,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
16,0.4999933713376641,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
17,0.34721338612648134,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
18,0.260411808209826,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
19,0.4807634927889126,0.0,3,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
20,0.4464463316317369,0.0,4,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
21,0.41665322220257567,0.0,3,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
22,0.3289442057476484,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
23,0.2840873997450465,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
24,0.5,0.0,3,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
25,0.31249927741663464,0.0,3,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
26,0.4629539223547061,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
27,0.39062365414412614,0.0,6,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
28,0.3289382023492992,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
29,0.45454545454545453,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
30,0.2232181128810061,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
31,0.3676396236871778,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
32,0.43102770910395466,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
33,0.2499924020818875,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
34,0.4464265154070387,0.0,6,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
35,0.3124866086982085,0.0,4,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
36,0.3676396236871778,0.0,2,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
37,0.29761908493289246,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
38,0.2403806948130429,0.0,1,29.37,62.12,29.37,62.12,1,0,0,0,0,,,0,,,,,,
